year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,date,total_delay_rate,carrier_delay_rate,weather_delay_rate,nas_delay_rate,security_delay_rate,late_aircraft_delay_rate,avg_delay_minutes,avg_carrier_delay,avg_weather_delay,avg_nas_delay,avg_security_delay,avg_late_aircraft_delay
2025,7,OH,PSA Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",143.0,42.0,13.51,6.68,9.17,0.0,12.65,10.0,0.0,3842.0,1062.0,1368.0,622.0,0.0,790.0,2025-07-01,0.2937062937062937,0.09447552447552447,0.046713286713286714,0.06412587412587413,0.0,0.08846153846153847,91.47619047619048,78.60843819393043,204.79041916167665,67.8298800436205,0.0,62.45059288537549
2025,7,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",773.0,181.0,118.96,38.88,23.16,0.0,0.0,3.0,5.0,21508.0,15663.0,3999.0,1846.0,0.0,0.0,2025-07-01,0.23415265200517466,0.15389391979301423,0.050297542043984476,0.029961190168175937,0.0,0.0,118.82872928176796,131.6661062542031,102.85493827160494,79.70639032815198,0.0,0.0
2025,7,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",6703.0,1991.0,797.26,176.68,643.38,1.0,372.68,120.0,92.0,191450.0,65085.0,25915.0,60596.0,21.0,39833.0,2025-07-01,0.297031180068626,0.11894077278830374,0.02635834700880203,0.09598388781142772,0.0001491869312248247,0.055598985528867675,96.1577096936213,81.6358527958257,146.6776092370387,94.18384158662066,21.0,106.88258022968766
2025,7,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",209.0,52.0,29.72,10.41,9.96,1.91,0.0,3.0,1.0,5468.0,3270.0,1057.0,878.0,263.0,0.0,2025-07-01,0.24880382775119617,0.14220095693779905,0.049808612440191385,0.0476555023923445,0.009138755980861243,0.0,105.15384615384616,110.02691790040377,101.5369836695485,88.15261044176707,137.69633507853405,0.0
2025,7,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3363.0,459.0,253.99,37.74,60.73,3.94,102.59,12.0,8.0,33192.0,17928.0,3994.0,3251.0,96.0,7923.0,2025-07-01,0.13648528099910795,0.07552482902170682,0.011222123104371097,0.018058281296461493,0.0011715730002973535,0.03050550104073744,72.31372549019608,70.58545612031969,105.82935877053524,53.53202700477524,24.36548223350254,77.22974948825421
2025,7,QX,Horizon Air,LAX,"Los Angeles, CA: Los Angeles International",614.0,129.0,32.34,1.31,33.72,0.0,61.63,10.0,0.0,7245.0,2748.0,70.0,1140.0,0.0,3287.0,2025-07-01,0.21009771986970685,0.05267100977198698,0.0021335504885993486,0.054918566775244294,0.0,0.10037459283387623,56.16279069767442,84.9721706864564,53.43511450381679,33.80782918149466,0.0,53.33441505760182
2025,7,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",653.0,210.0,56.69,13.46,64.55,0.0,75.3,16.0,1.0,20766.0,5060.0,2407.0,3516.0,0.0,9783.0,2025-07-01,0.3215926493108729,0.08681470137825421,0.02061255742725881,0.09885145482388974,0.0,0.11531393568147014,98.88571428571429,89.25736461457048,178.8261515601783,54.46940356312936,0.0,129.9203187250996
2025,7,UA,United Air Lines Network,DEN,"Denver, CO: Denver International",9645.0,2755.0,645.61,156.86,1323.51,1.43,627.59,126.0,174.0,229317.0,58708.0,17181.0,85962.0,220.0,67246.0,2025-07-01,0.2856402280974598,0.06693727319854847,0.01626334888543287,0.13722239502332814,0.00014826334888543287,0.0650689476412649,83.2366606170599,90.93415529499234,109.53079178885629,64.95001926694925,153.84615384615384,107.14957217291543
2025,7,UA,United Air Lines Network,IAD,"Washington, DC: Washington Dulles International",2994.0,835.0,238.96,47.68,307.53,0.0,240.84,41.0,32.0,79071.0,21768.0,6423.0,22569.0,0.0,28311.0,2025-07-01,0.2788911155644623,0.07981295925183701,0.015925183700734803,0.10271543086172344,0.0,0.08044088176352705,94.69580838323353,91.09474389019083,134.71057046979865,73.38796215003416,0.0,117.55107125062281
2025,7,UA,United Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2612.0,578.0,204.95,35.14,127.17,0.0,210.74,33.0,0.0,53236.0,19115.0,4388.0,5978.0,0.0,23755.0,2025-07-01,0.2212863705972435,0.07846477794793262,0.013453292496171516,0.04868683001531394,0.0,0.08068147013782542,92.1038062283737,93.26665040253721,124.87194080819579,47.00794212471495,0.0,112.72183733510487
2025,7,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1669.0,512.0,162.98,23.39,107.31,0.0,218.31,31.0,2.0,36785.0,10666.0,2005.0,6547.0,0.0,17567.0,2025-07-01,0.3067705212702217,0.09765128819652485,0.014014379868184542,0.06429598562013182,0.0,0.1308028759736369,71.845703125,65.44361271321635,85.7203933304831,61.01015748765259,0.0,80.46814163345701
2025,7,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",8694.0,2887.0,616.52,107.25,1198.39,8.08,956.75,94.0,98.0,210980.0,38204.0,11745.0,94793.0,220.0,66018.0,2025-07-01,0.33206809293765815,0.07091327352196918,0.012336093857832988,0.13784103979756154,0.0009293765815504946,0.11004715896020244,73.07932109456183,61.9671705702978,109.5104895104895,79.10029289296472,27.22772277227723,69.00235171152339
2025,7,WN,Southwest Airlines,IAD,"Washington, DC: Washington Dulles International",115.0,44.0,14.25,0.6,14.26,0.0,14.88,1.0,2.0,3219.0,1349.0,44.0,613.0,0.0,1213.0,2025-07-01,0.3826086956521739,0.12391304347826088,0.005217391304347826,0.124,0.0,0.12939130434782609,73.1590909090909,94.66666666666667,73.33333333333334,42.98737727910238,0.0,81.51881720430107
2025,7,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2205.0,635.0,240.68,11.02,50.98,4.86,327.46,24.0,0.0,36143.0,11612.0,808.0,2033.0,168.0,21522.0,2025-07-01,0.28798185941043086,0.10915192743764172,0.004997732426303855,0.02312018140589569,0.0022040816326530615,0.1485079365079365,56.91811023622047,48.2466345354828,73.32123411978222,39.87838367987446,34.5679012345679,65.72405790020156
2025,7,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",71.0,26.0,5.71,3.8,11.4,0.0,5.09,1.0,1.0,1360.0,225.0,336.0,452.0,0.0,347.0,2025-07-01,0.36619718309859156,0.0804225352112676,0.05352112676056338,0.16056338028169015,0.0,0.07169014084507042,52.30769230769231,39.404553415061294,88.42105263157895,39.64912280701754,0.0,68.17288801571709
2025,7,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2501.0,611.0,107.47,36.97,143.64,0.0,322.92,17.0,6.0,56486.0,14681.0,4745.0,9706.0,0.0,27354.0,2025-07-01,0.24430227908836466,0.042970811675329866,0.014782087165133946,0.05743302678928428,0.0,0.12911635345861655,92.44844517184943,136.60556434353774,128.3473086286178,67.57170704539126,0.0,84.70828688219993
2025,7,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",93.0,14.0,5.09,0.0,2.79,0.0,6.12,11.0,0.0,1143.0,404.0,0.0,299.0,0.0,440.0,2025-07-01,0.15053763440860216,0.05473118279569893,0.0,0.03,0.0,0.06580645161290323,81.64285714285714,79.37131630648331,0.0,107.168458781362,0.0,71.89542483660131
2025,7,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",717.0,290.0,90.61,13.39,60.02,0.21,125.77,25.0,8.0,24754.0,8385.0,1533.0,3742.0,100.0,10994.0,2025-07-01,0.40446304044630405,0.12637377963737798,0.01867503486750349,0.08370990237099024,0.0002928870292887029,0.17541143654114366,85.35862068965517,92.53945480631278,114.48842419716206,62.3458847050983,476.1904761904762,87.4135326389441
2025,7,AA,American Airlines Network,DEN,"Denver, CO: Denver International",802.0,335.0,85.99,10.48,88.81,1.37,148.35,27.0,5.0,29910.0,6918.0,1284.0,6684.0,69.0,14955.0,2025-07-01,0.4177057356608479,0.10721945137157107,0.013067331670822944,0.11073566084788031,0.0017082294264339154,0.18497506234413966,89.28358208955224,80.4512152575881,122.51908396946564,75.2617948429231,50.36496350364963,100.80889787664307
2025,7,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",82.0,35.0,7.42,0.0,4.69,0.0,22.89,6.0,1.0,2282.0,338.0,0.0,392.0,0.0,1552.0,2025-07-01,0.4268292682926829,0.09048780487804878,0.0,0.057195121951219514,0.0,0.27914634146341466,65.2,45.55256064690027,0.0,83.5820895522388,0.0,67.80253385757973
2025,7,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2764.0,876.0,283.24,52.73,166.02,2.3,371.7,51.0,3.0,77990.0,23550.0,5550.0,8643.0,91.0,40156.0,2025-07-01,0.31693198263386396,0.10247467438494935,0.01907742402315485,0.06006512301013025,0.0008321273516642547,0.13447901591895803,89.0296803652968,83.14503601186273,105.25317655983312,52.05999277195518,39.56521739130435,108.03336023675007
2025,7,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",153.0,82.0,18.5,0.0,38.97,0.02,24.51,1.0,0.0,3130.0,637.0,0.0,1338.0,1.0,1154.0,2025-07-01,0.5359477124183006,0.12091503267973856,0.0,0.25470588235294117,0.00013071895424836603,0.16019607843137257,38.170731707317074,34.432432432432435,0.0,34.33410315627406,50.0,47.082823337413295
2025,7,AS,Alaska Airlines Network,DEN,"Denver, CO: Denver International",268.0,122.0,16.43,1.5,73.8,0.0,30.27,3.0,5.0,7119.0,1171.0,111.0,4127.0,0.0,1710.0,2025-07-01,0.4552238805970149,0.06130597014925373,0.005597014925373134,0.2753731343283582,0.0,0.11294776119402986,58.35245901639344,71.27206329884358,74.0,55.921409214092144,0.0,56.49157581764123
2025,7,AS,Alaska Airlines Network,IAD,"Washington, DC: Washington Dulles International",214.0,89.0,21.38,0.11,36.91,0.0,30.6,1.0,1.0,5351.0,1663.0,9.0,1989.0,0.0,1690.0,2025-07-01,0.4158878504672897,0.09990654205607476,0.000514018691588785,0.17247663551401868,0.0,0.14299065420560747,60.12359550561798,77.78297474275024,81.81818181818181,53.88783527499323,0.0,55.228758169934636
2025,7,AS,Alaska Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",718.0,195.0,54.93,5.99,32.69,0.04,101.35,16.0,0.0,12350.0,3722.0,561.0,1420.0,4.0,6643.0,2025-07-01,0.27158774373259054,0.0765041782729805,0.008342618384401115,0.045529247910863505,5.5710306406685235e-05,0.1411559888579387,63.333333333333336,67.75896595667213,93.65609348914857,43.438360354848584,100.0,65.54514060187469
2025,7,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",182.0,75.0,26.92,1.62,21.76,0.0,24.7,10.0,0.0,5538.0,2116.0,65.0,1076.0,0.0,2281.0,2025-07-01,0.41208791208791207,0.14791208791208793,0.008901098901098902,0.11956043956043957,0.0,0.1357142857142857,73.84,78.60326894502228,40.123456790123456,49.4485294117647,0.0,92.34817813765183
2025,7,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",149.0,54.0,11.67,0.0,31.41,0.0,10.92,7.0,0.0,3286.0,744.0,0.0,1505.0,0.0,1037.0,2025-07-01,0.3624161073825503,0.07832214765100672,0.0,0.21080536912751677,0.0,0.07328859060402684,60.851851851851855,63.753213367609256,0.0,47.91467685450493,0.0,94.96336996336997
2025,7,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",747.0,209.0,39.01,9.6,62.12,0.4,97.88,20.0,0.0,18663.0,2875.0,1022.0,3501.0,89.0,11176.0,2025-07-01,0.2797858099062918,0.05222222222222222,0.012851405622489959,0.08315930388219545,0.000535475234270415,0.13103078982597055,89.29665071770334,73.69905152524994,106.45833333333334,56.358660656793305,222.5,114.1806293420515
2025,7,C5,CommuteAir LLC dba CommuteAir,IAD,"Washington, DC: Washington Dulles International",1691.0,436.0,108.3,24.54,114.22,1.0,187.93,94.0,10.0,59658.0,13392.0,5626.0,13939.0,22.0,26679.0,2025-07-01,0.25783560023654645,0.06404494382022471,0.014512123004139562,0.0675458308693081,0.0005913660555884093,0.11113542282672975,136.8302752293578,123.65650969529086,229.25835370823145,122.03642094204167,22.0,141.96243282073112
2025,7,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21854.0,4323.0,1268.53,180.76,913.15,2.11,1958.45,221.0,116.0,368955.0,144943.0,20629.0,53114.0,148.0,150121.0,2025-07-01,0.1978127573899515,0.05804566669717214,0.008271254690216893,0.04178411274823831,9.654983069460967e-05,0.08961517342362954,85.3469812630118,114.26060085295579,114.12369993361364,58.16569019328698,70.14218009478674,76.65296535525543
2025,7,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",1122.0,399.0,116.08,14.1,184.31,0.0,84.52,26.0,20.0,28951.0,10469.0,1586.0,10836.0,0.0,6060.0,2025-07-01,0.35561497326203206,0.10345811051693404,0.012566844919786095,0.1642691622103387,0.0,0.07532976827094474,72.55889724310777,90.18780151619573,112.4822695035461,58.792252183820736,0.0,71.69900615238997
2025,7,DL,Delta Air Lines Network,IAD,"Washington, DC: Washington Dulles International",278.0,91.0,28.31,9.36,31.34,0.0,21.99,6.0,1.0,8157.0,2279.0,1666.0,2290.0,0.0,1922.0,2025-07-01,0.3273381294964029,0.10183453237410071,0.03366906474820144,0.11273381294964029,0.0,0.07910071942446043,89.63736263736264,80.50158954433063,177.991452991453,73.0695596681557,0.0,87.40336516598454
2025,7,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3351.0,700.0,269.43,33.8,136.09,0.0,260.67,29.0,1.0,57232.0,27328.0,2664.0,6726.0,0.0,20514.0,2025-07-01,0.20889286780065652,0.0804028648164727,0.010086541330945985,0.04061175768427335,0.0,0.07778871978513877,81.76,101.42894258248896,78.81656804733728,49.42317583951797,0.0,78.69720336057084
2025,7,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1427.0,584.0,148.32,13.75,199.27,0.0,222.67,53.0,3.0,52018.0,14855.0,1259.0,11863.0,0.0,24041.0,2025-07-01,0.409250175192712,0.10393833216538191,0.009635599159074982,0.1396426068675543,0.0,0.15604064470918008,89.07191780821918,100.15507011866235,91.56363636363636,59.532292868971744,0.0,107.96694660259577
2025,7,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",1952.0,631.0,147.04,13.76,258.17,0.0,212.03,38.0,2.0,62140.0,16098.0,1659.0,19855.0,0.0,24528.0,2025-07-01,0.32325819672131145,0.07532786885245901,0.007049180327868852,0.1322592213114754,0.0,0.1086219262295082,98.47860538827258,109.4804134929271,120.56686046511628,76.90668939071155,0.0,115.68174314955431
2025,7,F9,Frontier Airlines,IAD,"Washington, DC: Washington Dulles International",171.0,66.0,18.38,2.26,23.02,0.0,22.34,12.0,1.0,6032.0,1694.0,125.0,2063.0,0.0,2150.0,2025-07-01,0.38596491228070173,0.10748538011695906,0.013216374269005847,0.13461988304093567,0.0,0.13064327485380117,91.39393939393939,92.16539717083788,55.30973451327434,89.61772371850564,0.0,96.23992837958818
2025,7,F9,Frontier Airlines,LAX,"Los Angeles, CA: Los Angeles International",426.0,136.0,49.67,3.99,37.93,0.0,44.41,13.0,0.0,8770.0,3604.0,206.0,1820.0,0.0,3140.0,2025-07-01,0.3192488262910798,0.1165962441314554,0.009366197183098592,0.08903755868544601,0.0,0.1042488262910798,64.48529411764706,72.55888866519025,51.62907268170426,47.983126812549436,0.0,70.70479621706824
2025,7,G4,Allegiant Air,DEN,"Denver, CO: Denver International",84.0,22.0,3.39,3.17,7.48,0.0,7.96,3.0,5.0,1287.0,120.0,180.0,393.0,0.0,594.0,2025-07-01,0.2619047619047619,0.040357142857142855,0.03773809523809524,0.08904761904761906,0.0,0.09476190476190476,58.5,35.39823008849557,56.782334384858046,52.54010695187166,0.0,74.62311557788945
2025,7,G4,Allegiant Air,IAD,"Washington, DC: Washington Dulles International",76.0,24.0,4.27,1.74,10.34,0.0,7.65,0.0,0.0,2301.0,378.0,178.0,588.0,0.0,1157.0,2025-07-01,0.3157894736842105,0.05618421052631578,0.022894736842105263,0.13605263157894737,0.0,0.10065789473684211,95.875,88.52459016393443,102.29885057471265,56.866537717601545,0.0,151.24183006535947
2025,7,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",127.0,52.0,12.67,1.68,16.77,0.0,20.88,1.0,0.0,6123.0,2878.0,48.0,742.0,0.0,2455.0,2025-07-01,0.4094488188976378,0.09976377952755905,0.013228346456692913,0.13204724409448818,0.0,0.16440944881889763,117.75,227.1507498026835,28.571428571428573,44.24567680381634,0.0,117.57662835249043
2025,6,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2695.0,712.0,130.21,43.36,146.4,0.8,391.22,96.0,11.0,69171.0,19049.0,5308.0,10868.0,33.0,33913.0,2025-06-01,0.26419294990723563,0.04831539888682746,0.01608905380333952,0.05432282003710576,0.00029684601113172545,0.14516512059369202,97.1502808988764,146.29444743107288,122.41697416974169,74.23497267759562,41.25,86.68524104084658
2025,6,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",84.0,20.0,4.76,0.0,9.61,0.0,5.63,11.0,0.0,1367.0,354.0,0.0,509.0,0.0,504.0,2025-06-01,0.23809523809523808,0.056666666666666664,0.0,0.1144047619047619,0.0,0.06702380952380953,68.35,74.36974789915966,0.0,52.96566077003122,0.0,89.52042628774423
2025,6,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",655.0,259.0,70.16,5.86,67.93,0.0,115.06,17.0,12.0,22903.0,5928.0,885.0,4407.0,0.0,11683.0,2025-06-01,0.39541984732824426,0.10711450381679388,0.008946564885496184,0.10370992366412214,0.0,0.1756641221374046,88.42857142857143,84.49258836944128,151.02389078498294,64.87560724274988,0.0,101.5383278289588
2025,6,AA,American Airlines Network,DEN,"Denver, CO: Denver International",784.0,308.0,86.69,11.19,102.25,0.0,107.87,12.0,3.0,25901.0,7440.0,1020.0,5856.0,0.0,11585.0,2025-06-01,0.39285714285714285,0.11057397959183674,0.014272959183673469,0.13042091836734693,0.0,0.13758928571428572,84.09415584415585,85.82304764101973,91.15281501340483,57.271393643031786,0.0,107.39779364049318
2025,6,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",78.0,33.0,8.37,2.03,3.99,0.0,18.61,1.0,0.0,2896.0,540.0,415.0,229.0,0.0,1712.0,2025-06-01,0.4230769230769231,0.1073076923076923,0.026025641025641023,0.051153846153846154,0.0,0.23858974358974358,87.75757575757575,64.51612903225806,204.43349753694582,57.39348370927318,0.0,91.99355185384202
2025,6,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2657.0,776.0,266.58,41.46,173.48,2.15,292.32,22.0,2.0,75412.0,31763.0,4430.0,8153.0,94.0,30972.0,2025-06-01,0.29205871283402335,0.10033120060218291,0.015604064734663154,0.06529168234851336,0.0008091832894241626,0.11001881821603311,97.18041237113403,119.14997374146598,106.84997588036661,46.996771962185846,43.72093023255814,105.95238095238095
2025,6,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",150.0,67.0,13.62,0.0,32.44,0.0,20.94,0.0,1.0,3137.0,565.0,0.0,1326.0,0.0,1246.0,2025-06-01,0.44666666666666666,0.09079999999999999,0.0,0.21626666666666666,0.0,0.1396,46.82089552238806,41.483113069016156,0.0,40.87546239210851,0.0,59.5033428844317
2025,6,AS,Alaska Airlines Network,DEN,"Denver, CO: Denver International",253.0,97.0,11.78,1.36,55.88,0.0,27.98,3.0,4.0,5936.0,769.0,323.0,3425.0,0.0,1419.0,2025-06-01,0.383399209486166,0.046561264822134386,0.005375494071146246,0.22086956521739132,0.0,0.11059288537549407,61.1958762886598,65.28013582342955,237.49999999999997,61.29205440229062,0.0,50.71479628305933
2025,6,AS,Alaska Airlines Network,IAD,"Washington, DC: Washington Dulles International",210.0,70.0,16.91,0.0,18.22,1.0,33.87,1.0,4.0,2899.0,814.0,0.0,707.0,50.0,1328.0,2025-06-01,0.3333333333333333,0.08052380952380953,0.0,0.08676190476190476,0.004761904761904762,0.16128571428571428,41.41428571428571,48.13719692489651,0.0,38.803512623490676,50.0,39.20873929731326
2025,6,AS,Alaska Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",695.0,175.0,53.75,3.39,35.08,1.0,81.78,9.0,0.0,9423.0,3264.0,341.0,1170.0,22.0,4626.0,2025-06-01,0.2517985611510791,0.07733812949640288,0.004877697841726619,0.05047482014388489,0.0014388489208633094,0.11766906474820144,53.84571428571429,60.72558139534884,100.58997050147492,33.352337514253136,22.0,56.56639765223771
2025,6,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",176.0,55.0,18.27,0.93,21.24,0.0,14.56,4.0,1.0,4826.0,1535.0,81.0,1922.0,0.0,1288.0,2025-06-01,0.3125,0.10380681818181818,0.005284090909090909,0.12068181818181817,0.0,0.08272727272727273,87.74545454545455,84.01751505199782,87.09677419354838,90.48964218455744,0.0,88.46153846153845
2025,6,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",130.0,43.0,9.18,0.0,23.02,0.0,10.8,0.0,0.0,2458.0,657.0,0.0,1030.0,0.0,771.0,2025-06-01,0.33076923076923076,0.07061538461538461,0.0,0.17707692307692308,0.0,0.08307692307692308,57.16279069767442,71.5686274509804,0.0,44.74370112945265,0.0,71.38888888888889
2025,6,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",685.0,142.0,37.45,3.68,55.61,0.0,45.27,1.0,0.0,11011.0,2881.0,528.0,2944.0,0.0,4658.0,2025-06-01,0.2072992700729927,0.05467153284671533,0.005372262773722628,0.08118248175182481,0.0,0.06608759124087592,77.54225352112677,76.92923898531375,143.47826086956522,52.94011868368998,0.0,102.89374861939474
2025,6,C5,CommuteAir LLC dba CommuteAir,IAD,"Washington, DC: Washington Dulles International",1672.0,458.0,110.92,16.78,98.18,0.0,232.11,42.0,9.0,71609.0,19287.0,4037.0,8089.0,0.0,40196.0,2025-06-01,0.27392344497607657,0.06633971291866028,0.010035885167464115,0.05872009569377991,0.0,0.13882177033492824,156.35152838427948,173.8820771727371,240.5840286054827,82.38948869423507,0.0,173.17651113696093
2025,6,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21175.0,4877.0,1334.9,188.19,1197.37,1.56,2154.98,548.0,147.0,419635.0,152433.0,20824.0,83298.0,105.0,162975.0,2025-06-01,0.23031877213695395,0.06304132231404959,0.008887367178276269,0.05654639905548996,7.367178276269186e-05,0.10177001180637545,86.04367438999385,114.19057607311409,110.65412614910463,69.56746870223908,67.3076923076923,75.62715199212985
